tburn_s,thrust_N,empty_rocket_mass_kg,motor_dry_mass_without_tank_kg,apogee_altitude_AGL_m,rail_exit_velocity_mps
11.1,3200,25,21.6666666666667,7863.95732897301,26.812682706459
11.1,3200,25,25,7493.1979975707,25.894764773798
11.1,3400,18,15,10377.3175801071,31.237714384545
11.1,3400,18,18.3333333333333,9833.46478326017,30.1869811373183
11.1,3400,18,21.6666666666667,9327.04417840455,29.2044596974657
11.1,3400,18,25,8856.73372326146,28.3772305242033
11.1,3400,20.3333333333333,15,9990.5474071784,30.4957232393422
11.1,3400,20.3333333333333,18.3333333333333,9473.23398443806,29.4880942494487
11.1,3400,20.3333333333333,21.6666666666667,8991.88357683707,28.5679362777299
11.1,3400,20.3333333333333,25,8545.15299934588,27.7060916339829
11.1,3400,22.6666666666667,15,9622.8744508731,29.7932022113863
11.1,3400,22.6666666666667,18.3333333333333,9130.57710345562,28.8319569071218
11.1,3400,22.6666666666667,21.6666666666667,8673.62127432243,27.9619579104605
11.1,3400,22.6666666666667,25,8250.45235818071,27.2999982802533
11.1,3400,25,15,9272.83690378734,29.1105775055614
11.1,3400,25,18.3333333333333,8805.39521650418,28.2901538140241
11.1,3400,25,21.6666666666667,8371.8449984854,27.375959477833
11.1,3400,25,25,7971.17210477544,26.6976330658628
11.1,3600,18,15,11047.9245797545,31.8925686431196
11.1,3600,18,18.3333333333333,10464.557142345,30.8110067336165
11.1,3600,18,21.6666666666667,9922.19357713486,29.8519139004673
11.1,3600,18,25,9418.32055740827,28.9397303009143
11.1,3600,20.3333333333333,15,10633.0087697775,31.1458901042982
11.1,3600,20.3333333333333,18.3333333333333,10078.7165201769,30.1259904437332
11.1,3600,20.3333333333333,21.6666666666667,9563.31673267792,29.2049947079973
11.1,3600,20.3333333333333,25,9084.87560227048,28.4365965282285
11.1,3600,22.6666666666667,15,10238.8091070624,30.4212900150398
11.1,3600,22.6666666666667,18.3333333333333,9712.14133850485,29.4728633503817
11.1,3600,22.6666666666667,21.6666666666667,9222.58524944528,28.6027452653798
11.1,3600,22.6666666666667,25,8768.31870963122,27.7855933148268
11.1,3600,25,15,9864.41638398945,29.7617755428676
11.1,3600,25,18.3333333333333,9363.78790608858,28.8524140250542
11.1,3600,25,21.6666666666667,8899.15349677939,28.0322891974439
11.1,3600,25,25,8468.48843033644,27.3100391120182
11.1,3800,18,15,11743.6673902231,32.4359144529297
11.1,3800,18,18.3333333333333,11117.5622903412,31.40677058876
11.1,3800,18,21.6666666666667,10537.1584411843,30.4475717919924
11.1,3800,18,25,9998.50023380128,29.5448733679725
11.1,3800,20.3333333333333,15,11298.3295888999,31.8289776256511
11.1,3800,20.3333333333333,18.3333333333333,10704.5531643629,30.7331100901142
11.1,3800,20.3333333333333,21.6666666666667,10153.6633009384,29.8193551172725
11.1,3800,20.3333333333333,25,9642.46340330383,28.9541231995781
11.1,3800,22.6666666666667,15,10875.8768994129,31.0174093346719
11.1,3800,22.6666666666667,18.3333333333333,10312.7914263256,30.0759069326389
11.1,3800,22.6666666666667,21.6666666666667,9789.90071506487,29.2054723940776
11.1,3800,22.6666666666667,25,9304.99169331266,28.3961082279997
11.1,3800,25,15,10475.7483194072,30.3552438097495
11.1,3800,25,18.3333333333333,9940.90697752741,29.4592485079171
11.1,3800,25,21.6666666666667,9444.7563417619,28.6340271850511
11.1,3800,25,25,8984.22579365022,27.8562037418461
11.1,4000,18,15,12466.1639652805,33.0011726572389
11.1,4000,18,18.3333333333333,11793.6070834069,31.9733270000944
11.1,4000,18,21.6666666666667,11172.9163816574,31.0080758728832
11.1,4000,18,25,10598.3787953732,30.2906144024596
11.1,4000,20.3333333333333,15,11987.6950497231,32.2554093464267
11.1,4000,20.3333333333333,18.3333333333333,11351.594515259,31.281865408408
11.1,4000,20.3333333333333,21.6666666666667,10763.4876678289,30.3833171765349
11.1,4000,20.3333333333333,25,10218.1948784825,29.5277886309176
11.1,4000,22.6666666666667,15,11535.8088865163,31.7294844451146
11.1,4000,22.6666666666667,18.3333333333333,10933.4904107149,30.6433906538185
11.1,4000,22.6666666666667,21.6666666666667,10375.6003861408,29.7899325285612
11.1,4000,22.6666666666667,25,9858.23592132809,28.9670905180493
11.1,4000,25,15,11107.7910435941,31.0975062760515
11.1,4000,25,18.3333333333333,10536.6555406034,30.1038738936749
11.1,4000,25,21.6666666666667,10007.7959803145,29.2059063316661
11.1,4000,25,25,9517.01289511269,28.4369146038753
12,3000,18,15,9882.09214378091,29.3186967965201
12,3000,18,18.3333333333333,9358.19805025876,28.3472511221516
12,3000,18,21.6666666666667,8871.26965345049,27.3400619876837
12,3000,18,25,8419.90151999628,26.4554354032562
12,3000,20.3333333333333,15,9509.04955186841,28.592345132609
12,3000,20.3333333333333,18.3333333333333,9011.05828193888,27.7086457590827
12,3000,20.3333333333333,21.6666666666667,8549.31378236596,26.8255912847511
12,3000,20.3333333333333,25,8121.89931329188,25.86993779968
12,3000,22.6666666666667,15,9154.1446727935,27.9010430853233
12,3000,22.6666666666667,18.3333333333333,8682.01707359564,27.127090614357
12,3000,22.6666666666667,21.6666666666667,8244.03189471144,26.1189205376989
12,3000,22.6666666666667,25,7840.63664975122,25.3760714093916
12,3000,25,15,8817.45241300919,27.2458834901688
12,3000,25,18.3333333333333,8369.5293075896,26.3583873892248
12,3000,25,21.6666666666667,7955.46858361905,25.5490018994049
12,3000,25,25,7575.60348068547,24.8629781182384
12,3200,18,15,10590.3434454163,30.066968307901
12,3200,18,18.3333333333333,10023.7384400393,28.9801637667344
12,3200,18,21.6666666666667,9498.16676818906,28.0378435513809
12,3200,18,25,9010.48085633322,27.1613165002851
12,3200,20.3333333333333,15,10186.8122171232,29.2792032605234
12,3200,20.3333333333333,18.3333333333333,9649.32270188234,28.3819996507233
12,3200,20.3333333333333,21.6666666666667,9150.38186327412,27.4181850532289
12,3200,20.3333333333333,25,8688.27085638725,26.6841258861679
12,3200,22.6666666666667,15,9804.37447605662,28.5992489457117
12,3200,22.6666666666667,18.3333333333333,9293.62068693782,27.6835719574977
12,3200,22.6666666666667,21.6666666666667,8820.98908071933,26.990758482767
12,3200,22.6666666666667,25,8382.86433326773,26.0306646492564
12,3200,25,15,9440.68438199628,27.956186828712
12,3200,25,18.3333333333333,8957.14520587619,27.2394836070576
12,3200,25,21.6666666666667,8507.97899290767,26.2529818614995
12,3200,25,25,8093.79871126899,25.4881162059748
12,3400,18,15,11326.4942135068,30.638651678894
12,3400,18,18.3333333333333,10715.1030451469,29.6346885532813
12,3400,18,21.6666666666667,10148.7590356272,28.6943088841478
12,3400,18,25,9623.88786722318,27.8250120530969
12,3400,20.3333333333333,15,10891.3002243033,29.9228398707565
12,3400,20.3333333333333,18.3333333333333,10311.4826148034,28.9632532197247
12,3400,20.3333333333333,21.6666666666667,9774.80249148537,28.1072135354764
12,3400,20.3333333333333,25,9276.87556769086,27.2469736933128
12,3400,22.6666666666667,15,10478.7446299532,29.2444175879374
12,3400,22.6666666666667,18.3333333333333,9929.41311024497,28.4142254018387
12,3400,22.6666666666667,21.6666666666667,9419.90671673114,27.565646093871
12,3400,22.6666666666667,25,8948.4732890763,26.8300470553468
12,3400,25,15,10087.5300293394,28.6053222346417
12,3400,25,18.3333333333333,9566.44336385524,27.7415046144507
12,3400,25,21.6666666666667,9084.25383689798,27.1267458490464
12,3400,25,25,8636.44698935227,26.1734700931009
12,3600,18,15,12093.2471166878,31.2304385109506
12,3600,18,18.3333333333333,11432.839191106,30.2308343704486
12,3600,18,21.6666666666667,10823.6497220299,29.3026739850036
12,3600,18,25,10260.1297611151,28.4442798248895
12,3600,20.3333333333333,15,11622.8224574751,30.5291098188091
12,3600,20.3333333333333,18.3333333333333,10998.5363074419,29.5737442183751
12,3600,20.3333333333333,21.6666666666667,10421.7785165026,28.6948235779595
12,3600,20.3333333333333,25,9887.31781812397,27.8714374362386
12,3600,22.6666666666667,15,11178.9108614525,29.8593237461665
12,3600,22.6666666666667,18.3333333333333,10587.5713430644,28.9482112374592
12,3600,22.6666666666667,21.6666666666667,10041.2039097517,28.1974926330592
12,3600,22.6666666666667,25,9534.5210390785,27.3271872464394
12,3600,25,15,10758.282211461,29.2135401857058
12,3600,25,18.3333333333333,10198.4562781306,28.3590990985746
12,3600,25,21.6666666666667,9680.06391286459,27.5601580462684
12,3600,25,25,9200.72706339561,26.9882935160518
12,3800,18,15,12893.9754975187,31.8100606567036
12,3800,18,18.3333333333333,12179.6683276917,30.7995326201152
12,3800,18,21.6666666666667,11523.4465789899,29.9472146780989
12,3800,18,25,10918.3022414284,29.0183359422222
12,3800,20.3333333333333,15,12385.0913352604,31.1352386712848
12,3800,20.3333333333333,18.3333333333333,11711.8905520192,30.1455546192261
12,3800,20.3333333333333,21.6666666666667,11091.9513353509,29.2702708203567
12,3800,20.3333333333333,25,10519.6457938415,28.4582191015209
12,3800,22.6666666666667,15,11905.8354488983,30.4260692868646
12,3800,22.6666666666667,18.3333333333333,11270.3840107915,29.5245886231992
12,3800,22.6666666666667,21.6666666666667,10684.0075543551,28.6952778347317
12,3800,22.6666666666667,25,10141.6652115475,27.91304099007
12,3800,25,15,11453.99633687,29.7995720875408
12,3800,25,18.3333333333333,10853.2276046578,28.934762520254
12,3800,25,21.6666666666667,10298.3848552512,28.2383776435232
12,3800,25,25,9783.73781403642,27.3934676109775
12,4000,18,15,13731.8760825548,32.3817332015481
12,4000,18,18.3333333333333,12957.5544472721,31.3278336153712
12,4000,18,21.6666666666667,12250.0709083646,30.4219189163791
12,4000,18,25,11600.8083230973,29.5649274673737
12,4000,20.3333333333333,15,13180.0805913607,31.7594606212216
12,4000,20.3333333333333,18.3333333333333,12453.1104930397,30.6913951423221
12,4000,20.3333333333333,21.6666666666667,11787.193617442,29.8255986138092
12,4000,20.3333333333333,25,11173.5928697994,29.0020394767689
12,4000,22.6666666666667,15,12661.8316091913,30.9606368226395
12,4000,22.6666666666667,18.3333333333333,11978.512609988,30.2153565940136
12,4000,22.6666666666667,21.6666666666667,11349.7004588768,29.2411477956253
12,4000,22.6666666666667,25,10769.9392753007,28.4707738931805
12,4000,25,15,12175.3959430938,30.3344408876158
12,4000,25,18.3333333333333,11530.7925408976,29.4823871638419
12,4000,25,21.6666666666667,10936.723884346,28.6957020309077
12,4000,25,25,10387.326483435,27.957989226278
